i,x_i,v_i,E_i
0,-3.0904,0.000482949,-0.0053313
1,-2.98763,0.00149791,-0.0160353
2,-2.88444,0.00164088,-0.0279598
3,-2.77709,0.00174121,-0.0414604
4,-2.6728,-0.000878894,-0.0560918
5,-2.56968,-0.00519336,-0.071524
6,-2.45327,-0.00775215,-0.0877117
7,-2.36302,-0.0160199,-0.0998301
8,-2.2501,-0.0172243,-0.109863
9,-2.15336,-0.0202316,-0.116706
10,-2.04996,-0.0203664,-0.121723
11,-1.95307,-0.0201904,-0.12573
12,-1.84928,-0.0183488,-0.129607
13,-1.75283,-0.0180712,-0.133072
14,-1.65104,-0.01644,-0.135423
15,-1.55285,-0.0162336,-0.137164
16,-1.45444,-0.0159009,-0.137078
17,-1.35591,-0.0159468,-0.13608
18,-1.26113,-0.0168048,-0.133535
19,-1.16228,-0.016886,-0.12975
20,-1.07052,-0.0189715,-0.125937
21,-0.970769,-0.0188185,-0.12144
22,-0.877955,-0.0195376,-0.116688
23,-0.779153,-0.0169,-0.11059
24,-0.69075,-0.0166319,-0.103381
25,-0.590975,-0.00920365,-0.0878474
26,-0.506257,-0.00772218,-0.0746455
27,-0.412362,-0.00311355,-0.0574939
28,-0.321045,0.000848023,-0.0408134
29,-0.229971,0.00163217,-0.0282731
30,-0.138537,0.00169379,-0.0166284
31,-0.0460969,0.000882467,-0.00540895
32,0.0460969,-0.000882467,0.00540895
33,0.138537,-0.00169379,0.0166284
34,0.229971,-0.00163217,0.0282731
35,0.321045,-0.000848023,0.0408134
36,0.412362,0.00311355,0.0574939
37,0.506257,0.00772218,0.0746455
38,0.590975,0.00920365,0.0878474
39,0.69075,0.0166319,0.103381
40,0.779153,0.0169,0.11059
41,0.877955,0.0195376,0.116688
42,0.970769,0.0188185,0.12144
43,1.07052,0.0189715,0.125937
44,1.16228,0.016886,0.12975
45,1.26113,0.0168048,0.133535
46,1.35591,0.0159468,0.13608
47,1.45444,0.0159009,0.137078
48,1.55285,0.0162336,0.137164
49,1.65104,0.01644,0.135423
50,1.75283,0.0180712,0.133072
51,1.84928,0.0183488,0.129607
52,1.95307,0.0201904,0.12573
53,2.04996,0.0203664,0.121723
54,2.15336,0.0202316,0.116706
55,2.2501,0.0172243,0.109863
56,2.36302,0.0160199,0.0998301
57,2.45327,0.00775215,0.0877117
58,2.56968,0.00519336,0.071524
59,2.6728,0.000878894,0.0560918
60,2.77709,-0.00174121,0.0414604
61,2.88444,-0.00164088,0.0279598
62,2.98763,-0.00149791,0.0160353
63,3.0904,-0.000482949,0.0053313
