i,x_i,v_i,E_i
0,-3.09267,0.00372301,-0.000644511
1,-2.99449,0.0112422,-0.00193799
2,-2.89573,0.0193207,-0.00456288
3,-2.79356,0.0291626,-0.00904053
4,-2.69272,0.0381176,-0.0154803
5,-2.59209,0.0470533,-0.0245612
6,-2.4803,0.058965,-0.0351484
7,-2.38783,0.0621592,-0.0443586
8,-2.2782,0.0703824,-0.0524657
9,-2.18166,0.0735408,-0.0569258
10,-2.08007,0.0773285,-0.0597073
11,-1.98475,0.0800469,-0.0603227
12,-1.8839,0.0840426,-0.0606376
13,-1.78876,0.0860502,-0.060483
14,-1.68919,0.0888767,-0.0603604
15,-1.59171,0.089944,-0.0603156
16,-1.49358,0.0902602,-0.060274
17,-1.39468,0.089653,-0.0602413
18,-1.2983,0.0874357,-0.0601452
19,-1.19815,0.0851903,-0.0597754
20,-1.10317,0.0808323,-0.0592039
21,-1.00201,0.0780825,-0.0569022
22,-0.906699,0.0738053,-0.0545044
23,-0.807561,0.0700829,-0.0480218
24,-0.716223,0.06349,-0.0420491
25,-0.616733,0.0573817,-0.0337487
26,-0.527687,0.04706,-0.0262012
27,-0.431236,0.0384289,-0.0192085
28,-0.33695,0.0295845,-0.0126942
29,-0.241781,0.0210307,-0.00790188
30,-0.146066,0.0127981,-0.00403063
31,-0.048819,0.00438419,-0.00107028
32,0.048819,-0.00438419,0.00107028
33,0.146066,-0.0127981,0.00403063
34,0.241781,-0.0210307,0.00790188
35,0.33695,-0.0295845,0.0126942
36,0.431236,-0.0384289,0.0192085
37,0.527687,-0.04706,0.0262012
38,0.616733,-0.0573817,0.0337487
39,0.716223,-0.06349,0.0420491
40,0.807561,-0.0700829,0.0480218
41,0.906699,-0.0738053,0.0545044
42,1.00201,-0.0780825,0.0569022
43,1.10317,-0.0808323,0.0592039
44,1.19815,-0.0851903,0.0597754
45,1.2983,-0.0874357,0.0601452
46,1.39468,-0.089653,0.0602413
47,1.49358,-0.0902602,0.060274
48,1.59171,-0.089944,0.0603156
49,1.68919,-0.0888767,0.0603604
50,1.78876,-0.0860502,0.060483
51,1.8839,-0.0840426,0.0606376
52,1.98475,-0.0800469,0.0603227
53,2.08007,-0.0773285,0.0597073
54,2.18166,-0.0735408,0.0569258
55,2.2782,-0.0703824,0.0524657
56,2.38783,-0.0621592,0.0443586
57,2.4803,-0.058965,0.0351484
58,2.59209,-0.0470533,0.0245612
59,2.69272,-0.0381176,0.0154803
60,2.79356,-0.0291626,0.00904053
61,2.89573,-0.0193207,0.00456288
62,2.99449,-0.0112422,0.00193799
63,3.09267,-0.00372301,0.000644511
