i,x_i,v_i,E_i
0,-3.09306,-0.004238,0.00124495
1,-2.99577,-0.0126857,0.00374057
2,-2.89956,-0.0211844,0.00724891
3,-2.80379,-0.0297087,0.0122368
4,-2.70896,-0.0386307,0.0177037
5,-2.61641,-0.0483811,0.0243155
6,-2.51914,-0.0560724,0.0314429
7,-2.42859,-0.0647283,0.0390361
8,-2.33056,-0.0697823,0.0472469
9,-2.23551,-0.074803,0.0521138
10,-2.13689,-0.0781897,0.0571638
11,-2.04033,-0.0823925,0.0580644
12,-1.94089,-0.0851413,0.058579
13,-1.84415,-0.0884098,0.0587963
14,-1.74546,-0.090083,0.0589632
15,-1.64778,-0.091188,0.0588341
16,-1.54955,-0.0911801,0.058615
17,-1.45093,-0.0900825,0.0580715
18,-1.3532,-0.0885027,0.0573966
19,-1.25365,-0.08521,0.0563962
20,-1.1563,-0.0821372,0.0552464
21,-1.05606,-0.077029,0.0536241
22,-0.958702,-0.0726811,0.0517469
23,-0.857924,-0.0670608,0.0481313
24,-0.759625,-0.0622937,0.0431997
25,-0.655491,-0.0546049,0.0362256
26,-0.554352,-0.0484267,0.0278683
27,-0.450615,-0.0397053,0.0201129
28,-0.348857,-0.0314138,0.013186
29,-0.248415,-0.022806,0.00809125
30,-0.149252,-0.014101,0.00444849
31,-0.04968,-0.00479815,0.00131796
32,0.04968,0.00479815,-0.00131796
33,0.149252,0.014101,-0.00444849
34,0.248415,0.022806,-0.00809125
35,0.348857,0.0314138,-0.013186
36,0.450615,0.0397053,-0.0201129
37,0.554352,0.0484267,-0.0278683
38,0.655491,0.0546049,-0.0362256
39,0.759625,0.0622937,-0.0431997
40,0.857924,0.0670608,-0.0481313
41,0.958702,0.0726811,-0.0517469
42,1.05606,0.077029,-0.0536241
43,1.1563,0.0821372,-0.0552464
44,1.25365,0.08521,-0.0563962
45,1.3532,0.0885027,-0.0573966
46,1.45093,0.0900825,-0.0580715
47,1.54955,0.0911801,-0.058615
48,1.64778,0.091188,-0.0588341
49,1.74546,0.090083,-0.0589632
50,1.84415,0.0884098,-0.0587963
51,1.94089,0.0851413,-0.058579
52,2.04033,0.0823925,-0.0580644
53,2.13689,0.0781897,-0.0571638
54,2.23551,0.074803,-0.0521138
55,2.33056,0.0697823,-0.0472469
56,2.42859,0.0647283,-0.0390361
57,2.51914,0.0560724,-0.0314429
58,2.61641,0.0483811,-0.0243155
59,2.70896,0.0386307,-0.0177037
60,2.80379,0.0297087,-0.0122368
61,2.89956,0.0211844,-0.00724891
62,2.99577,0.0126857,-0.00374057
63,3.09306,0.004238,-0.00124495
