j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00559137,-0.00730753,-4.77152e-16
1,-2.93891,-0.00544524,-0.00719268,-0.00111847
2,-2.73623,-0.0050125,-0.00685413,-0.00217827
3,-2.53354,-0.00430975,-0.00630968,-0.00312301
4,-2.33086,-0.00336401,-0.00558817,-0.00390068
5,-2.12818,-0.00221163,-0.00472847,-0.00446572
6,-1.92549,-0.000894046,-0.00377792,-0.00478046
7,-1.72281,-0.0266607,-0.00279063,-0.00757291
8,-1.52013,-0.00144801,-0.00070811,-0.0104215
9,-1.31744,0.00422457,0.0014339,-0.0101401
10,-1.11476,0.00559774,0.00340236,-0.00914471
11,-0.912075,0.00683726,0.00514086,-0.00788452
12,-0.709392,0.00789139,0.00659848,-0.0063919
13,-0.506708,0.00871961,0.00773192,-0.00470851
14,-0.304025,0.00929011,0.00850715,-0.00288337
15,-0.101342,0.00958094,0.00890074,-0.000970949
16,0.101342,0.00958094,0.00890074,0.000970949
17,0.304025,0.00929011,0.00850715,0.00288337
18,0.506708,0.00871961,0.00773192,0.00470851
19,0.709392,0.00789139,0.00659848,0.0063919
20,0.912075,0.00683726,0.00514086,0.00788452
21,1.11476,0.00559774,0.00340236,0.00914471
22,1.31744,0.00422457,0.0014339,0.0101401
23,1.52013,-0.00144801,-0.00070811,0.0104215
24,1.72281,-0.0266607,-0.00279063,0.00757291
25,1.92549,-0.000894046,-0.00377792,0.00478046
26,2.12818,-0.00221163,-0.00472847,0.00446572
27,2.33086,-0.00336401,-0.00558817,0.00390068
28,2.53354,-0.00430975,-0.00630968,0.00312301
29,2.73623,-0.0050125,-0.00685413,0.00217827
30,2.93891,-0.00544524,-0.00719268,0.00111847
31,3.14159,-0.00559137,-0.00730753,-4.77152e-16
