j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00201746,-0.000823117,-9.31303e-16
1,-2.93891,-0.00201746,-0.000781678,-0.000408906
2,-2.73623,-0.00201743,-0.00065736,-0.000817809
3,-2.53354,-0.00201869,-0.000450166,-0.00122684
4,-2.33086,-0.00198714,-0.000160042,-0.00163279
5,-2.12818,-0.00238879,0.000211715,-0.00207626
6,-1.92549,-0.00139061,0.000681605,-0.00245927
7,-1.72281,0.007934,0.00120862,-0.00179615
8,-1.52013,0.0156111,0.00140971,0.000589947
9,-1.31744,0.00248369,0.000969477,0.0024237
10,-1.11476,-0.0031936,0.000427217,0.00235176
11,-0.912075,-0.00193338,1.61513e-05,0.00183218
12,-0.709392,-0.00202064,-0.00031549,0.00143148
13,-0.506708,-0.00201738,-0.000564122,0.00102226
14,-0.304025,-0.00201746,-0.000729879,0.000613359
15,-0.101342,-0.00201746,-0.000812758,0.000204453
16,0.101342,-0.00201746,-0.000812758,-0.000204453
17,0.304025,-0.00201746,-0.000729879,-0.000613359
18,0.506708,-0.00201738,-0.000564122,-0.00102226
19,0.709392,-0.00202064,-0.00031549,-0.00143148
20,0.912075,-0.00193338,1.61513e-05,-0.00183218
21,1.11476,-0.0031936,0.000427217,-0.00235176
22,1.31744,0.00248369,0.000969477,-0.0024237
23,1.52013,0.0156111,0.00140971,-0.000589947
24,1.72281,0.007934,0.00120862,0.00179615
25,1.92549,-0.00139061,0.000681605,0.00245927
26,2.12818,-0.00238879,0.000211715,0.00207626
27,2.33086,-0.00198714,-0.000160042,0.00163279
28,2.53354,-0.00201869,-0.000450166,0.00122684
29,2.73623,-0.00201743,-0.00065736,0.000817809
30,2.93891,-0.00201746,-0.000781678,0.000408906
31,3.14159,-0.00201746,-0.000823117,-9.31303e-16
