j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.000455871,0.000194842,1.40578e-15
1,-2.93891,0.000455871,0.000185478,9.23975e-05
2,-2.73623,0.000455871,0.000157387,0.000184795
3,-2.53354,0.000455869,0.000110569,0.000277192
4,-2.33086,0.000456149,4.50225e-05,0.000369618
5,-2.12818,0.000431928,-3.92623e-05,0.000459617
6,-1.92549,0.00128771,-0.000141291,0.000633889
7,-1.72281,-0.000517902,-0.00029622,0.000711903
8,-1.52013,-0.00889505,-0.000429873,-0.000242022
9,-1.31744,0.00297193,-0.000198112,-0.000842281
10,-1.11476,0.000389604,-8.84401e-05,-0.000501617
11,-0.912075,0.000456599,5.22683e-06,-0.000415862
12,-0.709392,0.000455867,8.01364e-05,-0.000323391
13,-0.506708,0.000455871,0.000136319,-0.000230994
14,-0.304025,0.000455871,0.000173774,-0.000138596
15,-0.101342,0.000455871,0.000192501,-4.61988e-05
16,0.101342,0.000455871,0.000192501,4.61988e-05
17,0.304025,0.000455871,0.000173774,0.000138596
18,0.506708,0.000455871,0.000136319,0.000230994
19,0.709392,0.000455867,8.01364e-05,0.000323391
20,0.912075,0.000456599,5.22683e-06,0.000415862
21,1.11476,0.000389604,-8.84401e-05,0.000501617
22,1.31744,0.00297193,-0.000198112,0.000842281
23,1.52013,-0.00889505,-0.000429873,0.000242022
24,1.72281,-0.000517902,-0.00029622,-0.000711903
25,1.92549,0.00128771,-0.000141291,-0.000633889
26,2.12818,0.000431928,-3.92623e-05,-0.000459617
27,2.33086,0.000456149,4.50225e-05,-0.000369618
28,2.53354,0.000455869,0.000110569,-0.000277192
29,2.73623,0.000455871,0.000157387,-0.000184795
30,2.93891,0.000455871,0.000185478,-9.23975e-05
31,3.14159,0.000455871,0.000194842,1.40578e-15
