j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00201716,-0.000822527,3.60004e-16
1,-2.93891,-0.00201716,-0.000781094,-0.000408845
2,-2.73623,-0.00201713,-0.000656795,-0.000817687
3,-2.53354,-0.00201832,-0.000449631,-0.00122665
4,-2.33086,-0.00198812,-0.000159554,-0.00163267
5,-2.12818,-0.00238134,0.000212197,-0.00207547
6,-1.92549,-0.00134763,0.000681775,-0.00245338
7,-1.72281,0.00793305,0.00120671,-0.001786
8,-1.52013,0.0154775,0.00140576,0.000586466
9,-1.31744,0.0025425,0.00096898,0.00241264
10,-1.11476,-0.00316645,0.000427755,0.00234941
11,-0.912075,-0.00193674,1.66083e-05,0.00183224
12,-0.709392,-0.00202014,-0.000314975,0.00143124
13,-0.506708,-0.00201709,-0.000563571,0.00102211
14,-0.304025,-0.00201716,-0.000729303,0.000613267
15,-0.101342,-0.00201716,-0.000812169,0.000204422
16,0.101342,-0.00201716,-0.000812169,-0.000204422
17,0.304025,-0.00201716,-0.000729303,-0.000613267
18,0.506708,-0.00201709,-0.000563571,-0.00102211
19,0.709392,-0.00202014,-0.000314975,-0.00143124
20,0.912075,-0.00193674,1.66083e-05,-0.00183224
21,1.11476,-0.00316645,0.000427755,-0.00234941
22,1.31744,0.0025425,0.00096898,-0.00241264
23,1.52013,0.0154775,0.00140576,-0.000586466
24,1.72281,0.00793305,0.00120671,0.001786
25,1.92549,-0.00134763,0.000681775,0.00245338
26,2.12818,-0.00238134,0.000212197,0.00207547
27,2.33086,-0.00198812,-0.000159554,0.00163267
28,2.53354,-0.00201832,-0.000449631,0.00122665
29,2.73623,-0.00201713,-0.000656795,0.000817687
30,2.93891,-0.00201716,-0.000781094,0.000408845
31,3.14159,-0.00201716,-0.000822527,3.60004e-16
